,time_stamp,text,sentence,num_sentence,average_sentence_length,tokens,count_tokens
1661,2018-03-18,"@MENTION #metoo #balancetonporc il me semble qu'on ne parle pas de quelque artistes #censureGrande Bretagne Un rapport met au  jour l'incapacité des autorités à empêcher le viol de près de 1400  jeunes filles sur une période de 16 ans à Rotherham, dans le Yorkshire.","[""@MENTION #metoo #balancetonporc il me semble qu'on ne parle pas de quelque artistes #censureGrande Bretagne Un rapport met au  jour l'incapacité des autorités à empêcher le viol de près de 1400  jeunes filles sur une période de 16 ans à Rotherham, dans le Yorkshire.""]",1,46,"['@MENTION', 'metoo', 'balancetonporc', 'il', 'me', 'semble', 'qu', 'on', 'ne', 'parle', 'pas', 'de', 'quelque', 'artistes', 'censureGrande', 'Bretagne', 'Un', 'rapport', 'met', 'au', 'jour', 'l', 'incapacité', 'des', 'autorités', 'à', 'empêcher', 'le', 'viol', 'de', 'près', 'de', '1400', 'jeunes', 'filles', 'sur', 'une', 'période', 'de', '16', 'ans', 'à', 'Rotherham', 'dans', 'le', 'Yorkshire']",46
1662,2018-03-18,@MENTION #MeToo,['@MENTION #MeToo'],1,2,"['@MENTION', 'MeToo']",2
1663,2018-03-18,#MeToo is not enough: it has yet to shift the power imbalances that would bring about gender equality  @LINK … via @MENTION,['#MeToo is not enough: it has yet to shift the power imbalances that would bring about gender equality  @LINK\xa0… via @MENTION'],1,21,"['MeToo', 'is', 'not', 'enough', 'it', 'has', 'yet', 'to', 'shift', 'the', 'power', 'imbalances', 'that', 'would', 'bring', 'about', 'gender', 'equality', '@LINK', 'via', '@MENTION']",21
1664,2018-03-18,"Clueless state lawmakers thinks MA statehouse entrance named for historical figure is a ""Me Too"" moment.   @LINK  #GeneralHookerEntrance #MeToo #Massachusetts #statehouse #CivilWar #history #clueless pic.twitter.com/FGKJMR2JD9","['Clueless state lawmakers thinks MA statehouse entrance named for historical figure is a ""Me Too"" moment.', '@LINK\xa0 #GeneralHookerEntrance #MeToo #Massachusetts #statehouse #CivilWar #history #clueless pic.twitter.com/FGKJMR2JD9']",2,14,"['Clueless', 'state', 'lawmakers', 'thinks', 'MA', 'statehouse', 'entrance', 'named', 'for', 'historical', 'figure', 'is', 'a', 'Me', 'Too', 'moment', '@LINK', 'GeneralHookerEntrance', 'MeToo', 'Massachusetts', 'statehouse', 'CivilWar', 'history', 'clueless', 'pic', 'twitter', 'com', 'FGKJMR2JD9']",28
1665,2018-03-18,"Following the #MeToo revelations, journalist and creative writer Sian Norris let her imagination run wild to envision a global feminist revolution. This is her dispatch from a feminist future:  @LINK … via @MENTION. #TimeisNow","['Following the #MeToo revelations, journalist and creative writer Sian Norris let her imagination run wild to envision a global feminist revolution.', 'This is her dispatch from a feminist future:  @LINK\xa0… via @MENTION.', '#TimeisNow']",3,11,"['Following', 'the', 'MeToo', 'revelations', 'journalist', 'and', 'creative', 'writer', 'Sian', 'Norris', 'let', 'her', 'imagination', 'run', 'wild', 'to', 'envision', 'a', 'global', 'feminist', 'revolution', 'This', 'is', 'her', 'dispatch', 'from', 'a', 'feminist', 'future', '@LINK', 'via', '@MENTION', 'TimeisNow']",33
1666,2018-03-18,Margaret Atwood faces backlash for #MeToo op-ed | CBC News  @LINK @LINK … ➜  @LINK @LINK … pic.twitter.com/Zs4WigNysz,['Margaret Atwood faces backlash for #MeToo op-ed | CBC News  @LINK @LINK\xa0… ➜  @LINK @LINK\xa0… pic.twitter.com/Zs4WigNysz'],1,18,"['Margaret', 'Atwood', 'faces', 'backlash', 'for', 'MeToo', 'op', 'ed', 'CBC', 'News', '@LINK', '@LINK', '@LINK', '@LINK', 'pic', 'twitter', 'com', 'Zs4WigNysz']",18
1667,2018-03-18,'Prisoners are people first': America's inmates are ready for their #MeToo moment  @LINK ,"[""'Prisoners are people first': America's inmates are ready for their #MeToo moment  @LINK""]",1,14,"['Prisoners', 'are', 'people', 'first', 'America', 's', 'inmates', 'are', 'ready', 'for', 'their', 'MeToo', 'moment', '@LINK']",14
1668,2018-03-18,Why vampires aren't as sexy in the age of #MeToo  @LINK …,"[""Why vampires aren't as sexy in the age of #MeToo  @LINK\xa0…""]",1,12,"['Why', 'vampires', 'aren', 't', 'as', 'sexy', 'in', 'the', 'age', 'of', 'MeToo', '@LINK']",12
1669,2018-03-18,@MENTION @MENTION @MENTION @MENTION So you think that's grounds to call for him to lose up coming roles & him not losing any work says more about his employers than the #MeToo Movement that was calling for him to lose work.  Does Freedom of Speech still exist in the US as to me it sounds like its dead or dying.,"[""@MENTION @MENTION @MENTION @MENTION So you think that's grounds to call for him to lose up coming roles & him not losing any work says more about his employers than the #MeToo Movement that was calling for him to lose work."", 'Does Freedom of Speech still exist in the US as to me it sounds like its dead or dying.']",2,30,"['@MENTION', '@MENTION', '@MENTION', '@MENTION', 'So', 'you', 'think', 'that', 's', 'grounds', 'to', 'call', 'for', 'him', 'to', 'lose', 'up', 'coming', 'roles', 'him', 'not', 'losing', 'any', 'work', 'says', 'more', 'about', 'his', 'employers', 'than', 'the', 'MeToo', 'Movement', 'that', 'was', 'calling', 'for', 'him', 'to', 'lose', 'work', 'Does', 'Freedom', 'of', 'Speech', 'still', 'exist', 'in', 'the', 'US', 'as', 'to', 'me', 'it', 'sounds', 'like', 'its', 'dead', 'or', 'dying']",60
1670,2018-03-18,"@MENTION @MENTION I mean, that's kind of subjective, but the pressure from the left is what burned him. Same for weinstein. Unless you're arguing that #metoo is a conservative movement","[""@MENTION @MENTION I mean, that's kind of subjective, but the pressure from the left is what burned him."", 'Same for weinstein.', ""Unless you're arguing that #metoo is a conservative movement""]",3,11,"['@MENTION', '@MENTION', 'I', 'mean', 'that', 's', 'kind', 'of', 'subjective', 'but', 'the', 'pressure', 'from', 'the', 'left', 'is', 'what', 'burned', 'him', 'Same', 'for', 'weinstein', 'Unless', 'you', 're', 'arguing', 'that', 'metoo', 'is', 'a', 'conservative', 'movement']",32
1671,2018-03-18,@MENTION #metoo,['@MENTION #metoo'],1,2,"['@MENTION', 'metoo']",2
1672,2018-03-18,The latest Enjoy LA!  @LINK … #metoo,"['The latest Enjoy LA!', '@LINK\xa0… #metoo']",2,3,"['The', 'latest', 'Enjoy', 'LA', '@LINK', 'metoo']",6
1673,2018-03-18,***CASTING CALL 3 ***2 Female actors1 Female director Details below.#women #woman #ladies #theatre #london #actor #actress #director #producer #casting #talent #opportunities #script #castingcall#TimesUp #MeToo #actorlife pic.twitter.com/ul0zzi8fA8,['***CASTING CALL 3 ***2 Female actors1 Female director Details below.#women #woman #ladies #theatre #london #actor #actress #director #producer #casting #talent #opportunities #script #castingcall#TimesUp #MeToo #actorlife pic.twitter.com/ul0zzi8fA8'],1,31,"['CASTING', 'CALL', '3', '2', 'Female', 'actors1', 'Female', 'director', 'Details', 'below', 'women', 'woman', 'ladies', 'theatre', 'london', 'actor', 'actress', 'director', 'producer', 'casting', 'talent', 'opportunities', 'script', 'castingcall', 'TimesUp', 'MeToo', 'actorlife', 'pic', 'twitter', 'com', 'ul0zzi8fA8']",31
1674,2018-03-18,@MENTION @MENTION @MENTION Re: Damon - you're backpedaling. Earlier you said that all famous men that spoke out against #metoo were accused of misconduct with no details. You have yet to name any of these famous men who were falsely accused. Who were they?,"[""@MENTION @MENTION @MENTION Re: Damon - you're backpedaling."", 'Earlier you said that all famous men that spoke out against #metoo were accused of misconduct with no details.', 'You have yet to name any of these famous men who were falsely accused.', 'Who were they?']",4,11,"['@MENTION', '@MENTION', '@MENTION', 'Re', 'Damon', 'you', 're', 'backpedaling', 'Earlier', 'you', 'said', 'that', 'all', 'famous', 'men', 'that', 'spoke', 'out', 'against', 'metoo', 'were', 'accused', 'of', 'misconduct', 'with', 'no', 'details', 'You', 'have', 'yet', 'to', 'name', 'any', 'of', 'these', 'famous', 'men', 'who', 'were', 'falsely', 'accused', 'Who', 'were', 'they']",44
1675,2018-03-18,"Haha hilarious!! Better watch out Jim, next thing you know she’s gonna be like  #metoo @MENTION touched my peepee this one time...before..like.....well I can’t remeber exact dates but he touched it for sure! ","['Haha hilarious!!', 'Better watch out Jim, next thing you know she’s gonna be like  #metoo @MENTION touched my peepee this one time...before..like.....well I can’t remeber exact dates but he touched it for sure!']",2,19,"['Haha', 'hilarious', 'Better', 'watch', 'out', 'Jim', 'next', 'thing', 'you', 'know', 'she', 's', 'gonna', 'be', 'like', 'metoo', '@MENTION', 'touched', 'my', 'peepee', 'this', 'one', 'time', 'before', 'like', 'well', 'I', 'can', 't', 'remeber', 'exact', 'dates', 'but', 'he', 'touched', 'it', 'for', 'sure']",38
1676,2018-03-18,***CASTING CALL 3 ***2 Female actors1 Female director Details below.#women #woman #ladies #theatre #london #actor #actress #director #producer #casting #talent #opportunities #script #castingcall#TimesUp #MeToo #actorlife pic.twitter.com/pvv6plsu3h,['***CASTING CALL 3 ***2 Female actors1 Female director Details below.#women #woman #ladies #theatre #london #actor #actress #director #producer #casting #talent #opportunities #script #castingcall#TimesUp #MeToo #actorlife pic.twitter.com/pvv6plsu3h'],1,31,"['CASTING', 'CALL', '3', '2', 'Female', 'actors1', 'Female', 'director', 'Details', 'below', 'women', 'woman', 'ladies', 'theatre', 'london', 'actor', 'actress', 'director', 'producer', 'casting', 'talent', 'opportunities', 'script', 'castingcall', 'TimesUp', 'MeToo', 'actorlife', 'pic', 'twitter', 'com', 'pvv6plsu3h']",31
1677,2018-03-18,@MENTION @MENTION ummm.....doesn't Glenn Thrush still work for you? smh.... #MeToo,"[""@MENTION @MENTION ummm.....doesn't Glenn Thrush still work for you?"", 'smh.... #MeToo']",2,7,"['@MENTION', '@MENTION', 'ummm', 'doesn', 't', 'Glenn', 'Thrush', 'still', 'work', 'for', 'you', 'smh', 'MeToo']",13
1678,2018-03-18,@MENTION #metoo,['@MENTION #metoo'],1,2,"['@MENTION', 'metoo']",2
1679,2018-03-18,"Hypocrites #LeahRemini, #MikeRinder proclaim ‘We have avoided trial by media’ then plant press statement to discredit 4 alleged sexual assault, rape victims w/bogus conspiracy theory @MENTION @MENTION #Women #metoo  pic.twitter.com/EWHZzgoqSz","['Hypocrites #LeahRemini, #MikeRinder proclaim ‘We have avoided trial by media’ then plant press statement to discredit 4 alleged sexual assault, rape victims w/bogus conspiracy theory @MENTION @MENTION #Women #metoo  pic.twitter.com/EWHZzgoqSz']",1,34,"['Hypocrites', 'LeahRemini', 'MikeRinder', 'proclaim', 'We', 'have', 'avoided', 'trial', 'by', 'media', 'then', 'plant', 'press', 'statement', 'to', 'discredit', '4', 'alleged', 'sexual', 'assault', 'rape', 'victims', 'w', 'bogus', 'conspiracy', 'theory', '@MENTION', '@MENTION', 'Women', 'metoo', 'pic', 'twitter', 'com', 'EWHZzgoqSz']",34
1680,2018-03-18,this is BS right? #metoo  pic.twitter.com/F9VWhx7fUC,"['this is BS right?', '#metoo  pic.twitter.com/F9VWhx7fUC']",2,5,"['this', 'is', 'BS', 'right', 'metoo', 'pic', 'twitter', 'com', 'F9VWhx7fUC']",9
1681,2018-03-18,Why doesn't @MENTION call out @MENTION for undermining the #BatmanByelection and for victim blaming? Or do the @MENTION leaders only target powerless/ voiceless members? #metoo #auspol @LINK …,"[""Why doesn't @MENTION call out @MENTION for undermining the #BatmanByelection and for victim blaming?"", 'Or do the @MENTION leaders only target powerless/ voiceless members?', '#metoo #auspol @LINK\xa0…']",3,10,"['Why', 'doesn', 't', '@MENTION', 'call', 'out', '@MENTION', 'for', 'undermining', 'the', 'BatmanByelection', 'and', 'for', 'victim', 'blaming', 'Or', 'do', 'the', '@MENTION', 'leaders', 'only', 'target', 'powerless', 'voiceless', 'members', 'metoo', 'auspol', '@LINK']",28
1682,2018-03-18,When will black people finally get their #metoo moment?  @LINK …,"['When will black people finally get their #metoo moment?', '@LINK\xa0…']",2,5,"['When', 'will', 'black', 'people', 'finally', 'get', 'their', 'metoo', 'moment', '@LINK']",10
1683,2018-03-18,The latest Foxy Plus News!  @LINK … #foxnewssunday #metoo,"['The latest Foxy Plus News!', '@LINK\xa0… #foxnewssunday #metoo']",2,4,"['The', 'latest', 'Foxy', 'Plus', 'News', '@LINK', 'foxnewssunday', 'metoo']",8
1684,2018-03-18,@MENTION I have right to refuse sex with anyone anywhere anytime.  Otherwise that would be rape. Insanity. #MeToo,"['@MENTION I have right to refuse sex with anyone anywhere anytime.', 'Otherwise that would be rape.', 'Insanity.', '#MeToo']",4,5,"['@MENTION', 'I', 'have', 'right', 'to', 'refuse', 'sex', 'with', 'anyone', 'anywhere', 'anytime', 'Otherwise', 'that', 'would', 'be', 'rape', 'Insanity', 'MeToo']",18
1685,2018-03-18,@MENTION @MENTION I legit Lol'd at this. Not that #Metoo is anything to joke about.,"[""@MENTION @MENTION I legit Lol'd at this."", 'Not that #Metoo is anything to joke about.']",2,8,"['@MENTION', '@MENTION', 'I', 'legit', 'Lol', 'd', 'at', 'this', 'Not', 'that', 'Metoo', 'is', 'anything', 'to', 'joke', 'about']",16
1686,2018-03-18,@MENTION @MENTION #MeToo,['@MENTION @MENTION #MeToo'],1,3,"['@MENTION', '@MENTION', 'MeToo']",3
1687,2018-03-18,"Jill Abramson racconta un caso di molestie vecchio di 20 anni su un giudice della corte suprema. E su Repubblica in edicola domani (o su Rep:  @LINK …) spiega perché è importante oggi #MeToo #himtoo ""Le storie delle pessime abitudini degli uomini sono ovunque"" pic.twitter.com/GPxWu9hzG1","['Jill Abramson racconta un caso di molestie vecchio di 20 anni su un giudice della corte suprema.', 'E su Repubblica in edicola domani (o su Rep:  @LINK\xa0…) spiega perché è importante oggi #MeToo #himtoo ""Le storie delle pessime abitudini degli uomini sono ovunque"" pic.twitter.com/GPxWu9hzG1']",2,24,"['Jill', 'Abramson', 'racconta', 'un', 'caso', 'di', 'molestie', 'vecchio', 'di', '20', 'anni', 'su', 'un', 'giudice', 'della', 'corte', 'suprema', 'E', 'su', 'Repubblica', 'in', 'edicola', 'domani', 'o', 'su', 'Rep', '@LINK', 'spiega', 'perché', 'è', 'importante', 'oggi', 'MeToo', 'himtoo', 'Le', 'storie', 'delle', 'pessime', 'abitudini', 'degli', 'uomini', 'sono', 'ovunque', 'pic', 'twitter', 'com', 'GPxWu9hzG1']",47
1688,2018-03-18,"As a modern day Scribe, #MeToo #OthersToo, remain Yours truly: the ""SQUARE"" with ""COMPASSION"". Past actions by the most powerful, increase in number when kept shrouded under a cloak of secrecy. Victims forced to defend the indefensible: deny, deny, deny all; cover-up the norm!!","['As a modern day Scribe, #MeToo #OthersToo, remain Yours truly: the ""SQUARE"" with ""COMPASSION"".', 'Past actions by the most powerful, increase in number when kept shrouded under a cloak of secrecy.', 'Victims forced to defend the indefensible: deny, deny, deny all; cover-up the norm!', '!']",4,12,"['As', 'a', 'modern', 'day', 'Scribe', 'MeToo', 'OthersToo', 'remain', 'Yours', 'truly', 'the', 'SQUARE', 'with', 'COMPASSION', 'Past', 'actions', 'by', 'the', 'most', 'powerful', 'increase', 'in', 'number', 'when', 'kept', 'shrouded', 'under', 'a', 'cloak', 'of', 'secrecy', 'Victims', 'forced', 'to', 'defend', 'the', 'indefensible', 'deny', 'deny', 'deny', 'all', 'cover', 'up', 'the', 'norm']",45
1689,2018-03-18,Grammys could have #MeToo moment but industry has far to go - Entertainment - CBC New…  @LINK @LINK … ➜  @LINK @LINK … pic.twitter.com/dSLBWlBRk2,['Grammys could have #MeToo moment but industry has far to go - Entertainment - CBC New…  @LINK @LINK\xa0… ➜  @LINK @LINK\xa0… pic.twitter.com/dSLBWlBRk2'],1,22,"['Grammys', 'could', 'have', 'MeToo', 'moment', 'but', 'industry', 'has', 'far', 'to', 'go', 'Entertainment', 'CBC', 'New', '@LINK', '@LINK', '@LINK', '@LINK', 'pic', 'twitter', 'com', 'dSLBWlBRk2']",22
1690,2018-03-18,"4 years on and I’m in a better place, with better people and I’m living my best life. Nothing and no one will ever change that, never again. #metoo","['4 years on and I’m in a better place, with better people and I’m living my best life.', 'Nothing and no one will ever change that, never again.', '#metoo']",3,11,"['4', 'years', 'on', 'and', 'I', 'm', 'in', 'a', 'better', 'place', 'with', 'better', 'people', 'and', 'I', 'm', 'living', 'my', 'best', 'life', 'Nothing', 'and', 'no', 'one', 'will', 'ever', 'change', 'that', 'never', 'again', 'metoo']",31
1691,2018-03-18,A great article in @MENTION from  @MENTION  says that the #MeToo movement is not enough as it still hasn't shifted the power imbalances that will bring about gender equality  @LINK ,"[""A great article in @MENTION from  @MENTION  says that the #MeToo movement is not enough as it still hasn't shifted the power imbalances that will bring about gender equality  @LINK""]",1,31,"['A', 'great', 'article', 'in', '@MENTION', 'from', '@MENTION', 'says', 'that', 'the', 'MeToo', 'movement', 'is', 'not', 'enough', 'as', 'it', 'still', 'hasn', 't', 'shifted', 'the', 'power', 'imbalances', 'that', 'will', 'bring', 'about', 'gender', 'equality', '@LINK']",31
1692,2018-03-18,thoughts? #metoo  pic.twitter.com/XNNQUAdTZQ,"['thoughts?', '#metoo  pic.twitter.com/XNNQUAdTZQ']",2,3,"['thoughts', 'metoo', 'pic', 'twitter', 'com', 'XNNQUAdTZQ']",6
1693,2018-03-18,زنان خيابان‌خواب هم دچار تعرض مى‌شوند، حتى بيشتر از سلبريتى‌ها؛ اما کسی صدای #من_هم #Metoo آنها را نمى‌شنود  @LINK …,['زنان خيابان\u200cخواب هم دچار تعرض مى\u200cشوند، حتى بيشتر از سلبريتى\u200cها؛ اما کسی صدای #من_هم #Metoo آنها را نمى\u200cشنود  @LINK\xa0…'],1,23,"['زنان', 'خيابان', 'خواب', 'هم', 'دچار', 'تعرض', 'مى', 'شوند', 'حتى', 'بيشتر', 'از', 'سلبريتى', 'ها', 'اما', 'کسی', 'صدای', 'من_هم', 'Metoo', 'آنها', 'را', 'نمى', 'شنود', '@LINK']",23
